8:00p	Phoenix Suns	116	Chicago Bulls	115	Box Score	OT	18,220	2:36	United Center	
8:00p	Los Angeles Lakers	94	Houston Rockets	128	Box Score		18,055	2:11	Toyota Center	
8:00p	Miami Heat	108	Memphis Grizzlies	102	Box Score		16,781	2:28	FedEx Forum	
8:00p	Detroit Pistons	118	Milwaukee Bucks	120	Box Score		17,341	2:20	Fiserv Forum	
8:00p	New Orleans Pelicans	101	Minnesota Timberwolves	122	Box Score		18,024	2:07	Target Center	
8:00p	Cleveland Cavaliers	120	Oklahoma City Thunder	128	Box Score		16,314	2:19	Paycom Center	
8:30p	Toronto Raptors	127	Dallas Mavericks	116	Box Score		20,063	2:19	American Airlines Center	
10:00p	Golden State Warriors	105	Denver Nuggets	108	Box Score		19,737	2:20	Ball Arena	
10:00p	Portland Trail Blazers	118	Sacramento Kings	121	Box Score	OT	17,829	2:49	Golden 1 Center	
7:00p	Milwaukee Bucks	124	Indiana Pacers	126	Box Score		14,648	2:25	Gainbridge Fieldhouse	
9:30p	Atlanta Hawks	120	Orlando Magic	119	Box Score		19,986	2:31	Mexico City Arena	at Mexico City, Mexico
7:00p	Philadelphia 76ers	114	Detroit Pistons	106	Box Score		18,902	2:18	Little Caesars Arena	In-Season Tournament
7:00p	Charlotte Hornets	124	Washington Wizards	117	Box Score		17,602	2:15	Capital One Arena	In-Season Tournament
7:30p	Brooklyn Nets	107	Boston Celtics	121	Box Score		19,156	2:11	TD Garden	In-Season Tournament
8:00p	New Orleans Pelicans	101	Houston Rockets	104	Box Score		16,236	2:28	Toyota Center	In-Season Tournament
8:00p	Utah Jazz	127	Memphis Grizzlies	121	Box Score		16,977	2:21	FedEx Forum	In-Season Tournament
8:00p	Minnesota Timberwolves	117	San Antonio Spurs	110	Box Score		18,354	2:17	Frost Bank Center	In-Season Tournament
8:30p	Los Angeles Clippers	126	Dallas Mavericks	144	Box Score		20,377	2:24	American Airlines Center	In-Season Tournament
10:00p	Los Angeles Lakers	122	Phoenix Suns	119	Box Score		17,071	2:33	Footprint Center	In-Season Tournament
10:00p	Oklahoma City Thunder	98	Sacramento Kings	105	Box Score		18,097	2:22	Golden 1 Center	In-Season Tournament
6:00p	Milwaukee Bucks	97	Orlando Magic	112	Box Score		19,354	2:25	Kia Center	
7:00p	Toronto Raptors	94	Boston Celtics	117	Box Score		19,156	2:04	TD Garden	
7:30p	Miami Heat	117	Atlanta Hawks	109	Box Score		17,722	2:13	State Farm Arena	
8:30p	Cleveland Cavaliers	118	Golden State Warriors	110	Box Score		18,064	2:49	Chase Center	
12:00p	Charlotte Hornets	107	New York Knicks	129	Box Score		19,812	2:09	Madison Square Garden (IV)	
3:00p	Washington Wizards	94	Brooklyn Nets	102	Box Score		17,732	2:17	Barclays Center	
3:30p	Memphis Grizzlies	105	Los Angeles Clippers	101	Box Score		17,220	2:25	Crypto.com Arena	
6:00p	Indiana Pacers	126	Philadelphia 76ers	137	Box Score		19,758	2:06	Wells Fargo Center	
7:00p	Detroit Pistons	108	Chicago Bulls	119	Box Score		19,088	2:12	United Center	
7:00p	Denver Nuggets	104	Houston Rockets	107	Box Score		18,055	2:10	Toyota Center	
7:00p	Dallas Mavericks	136	New Orleans Pelicans	124	Box Score		16,302	2:10	Smoothie King Center	
7:00p	Miami Heat	118	San Antonio Spurs	113	Box Score		18,036	2:07	Frost Bank Center	
8:00p	Oklahoma City Thunder	111	Phoenix Suns	99	Box Score		17,071	2:15	Footprint Center	
8:30p	Minnesota Timberwolves	116	Golden State Warriors	110	Box Score		18,064	2:25	Chase Center	
10:00p	Portland Trail Blazers	110	Los Angeles Lakers	116	Box Score		18,997	2:11	Crypto.com Arena	
7:30p	New York Knicks	98	Boston Celtics	114	Box Score		19,156	2:11	TD Garden	
7:30p	Washington Wizards	107	Toronto Raptors	111	Box Score		19,800	2:14	Scotiabank Arena	
8:00p	Chicago Bulls	109	Milwaukee Bucks	118	Box Score		17,865	2:16	Fiserv Forum	
10:00p	Cleveland Cavaliers	120	Sacramento Kings	132	Box Score		17,829	2:17	Golden 1 Center	
7:00p	Miami Heat	111	Charlotte Hornets	105	Box Score		15,673	2:14	Spectrum Center	In-Season Tournament
7:00p	Atlanta Hawks	126	Detroit Pistons	120	Box Score		16,963	2:13	Little Caesars Arena	In-Season Tournament
7:00p	Indiana Pacers	132	Philadelphia 76ers	126	Box Score		19,774	2:37	Wells Fargo Center	In-Season Tournament
7:30p	Orlando Magic	104	Brooklyn Nets	124	Box Score		17,361	2:07	Barclays Center	In-Season Tournament
7:30p	San Antonio Spurs	87	Oklahoma City Thunder	123	Box Score		18,203	2:17	Paycom Center	In-Season Tournament
8:00p	Dallas Mavericks	110	New Orleans Pelicans	131	Box Score		16,354	2:10	Smoothie King Center	In-Season Tournament
9:00p	Portland Trail Blazers	99	Utah Jazz	115	Box Score		18,206	2:03	Delta Center	In-Season Tournament
10:00p	Los Angeles Clippers	108	Denver Nuggets	111	Box Score		19,661	2:29	Ball Arena	In-Season Tournament
10:00p	Minnesota Timberwolves	104	Golden State Warriors	101	Box Score		18,064	2:24	Chase Center	In-Season Tournament
10:30p	Memphis Grizzlies	107	Los Angeles Lakers	134	Box Score		18,430	2:14	Crypto.com Arena	In-Season Tournament
7:00p	Dallas Mavericks	130	Washington Wizards	117	Box Score		16,632	2:07	Capital One Arena	
7:30p	New York Knicks	116	Atlanta Hawks	114	Box Score		17,060	2:17	State Farm Arena	
7:30p	Boston Celtics	117	Philadelphia 76ers	107	Box Score		19,773	2:10	Wells Fargo Center	
7:30p	Milwaukee Bucks	128	Toronto Raptors	112	Box Score		19,800	2:15	Scotiabank Arena	
8:00p	Orlando Magic	96	Chicago Bulls	94	Box Score		19,092	2:20	United Center	
9:00p	Minnesota Timberwolves	115	Phoenix Suns	133	Box Score		17,071	2:07	Footprint Center	
10:00p	Sacramento Kings	125	Los Angeles Lakers	110	Box Score		18,687	2:13	Crypto.com Arena	
10:00p	Cleveland Cavaliers	109	Portland Trail Blazers	95	Box Score		18,137	2:10	Moda Center	
7:30p	Brooklyn Nets	115	Miami Heat	122	Box Score		19,866	2:17	Kaseya Center	
10:00p	Oklahoma City Thunder	128	Golden State Warriors	109	Box Score		18,064	2:09	Chase Center	
7:00p	Milwaukee Bucks	130	Charlotte Hornets	99	Box Score		19,258	2:09	Spectrum Center	In-Season Tournament
7:00p	New York Knicks	120	Washington Wizards	99	Box Score		16,886	2:18	Capital One Arena	In-Season Tournament
7:30p	Philadelphia 76ers	126	Atlanta Hawks	116	Box Score		17,067	2:19	State Farm Arena	In-Season Tournament
7:30p	Detroit Pistons	100	Cleveland Cavaliers	108	Box Score		19,432	2:05	Rocket Mortgage Fieldhouse	In-Season Tournament
7:30p	Sacramento Kings	129	San Antonio Spurs	120	Box Score		18,354	2:20	Frost Bank Center	In-Season Tournament
7:30p	Boston Celtics	108	Toronto Raptors	105	Box Score		19,800	2:02	Scotiabank Arena	In-Season Tournament
8:00p	Orlando Magic	103	Chicago Bulls	97	Box Score		20,235	2:17	United Center	In-Season Tournament
8:00p	Denver Nuggets	110	New Orleans Pelicans	115	Box Score		15,278	2:10	Smoothie King Center	In-Season Tournament
10:00p	Los Angeles Lakers	107	Portland Trail Blazers	95	Box Score		18,570	2:08	Moda Center	In-Season Tournament
10:00p	Phoenix Suns	131	Utah Jazz	128	Box Score		18,206	2:28	Delta Center	In-Season Tournament
10:30p	Houston Rockets	100	Los Angeles Clippers	106	Box Score		19,370	2:27	Crypto.com Arena	In-Season Tournament
6:00p	New York Knicks	122	Charlotte Hornets	108	Box Score		19,171	2:02	Spectrum Center	
