Mon, Nov 20, 2023	8:00p	Sacramento Kings	93	New Orleans Pelicans	129	Box Score		16,004	2:10	Smoothie King Center	
Mon, Nov 20, 2023	8:00p	Los Angeles Clippers	124	San Antonio Spurs	99	Box Score		18,354	2:05	Frost Bank Center	
Mon, Nov 20, 2023	10:00p	Houston Rockets	116	Golden State Warriors	121	Box Score		18,064	2:09	Chase Center	
Tue, Nov 21, 2023	7:00p	Toronto Raptors	107	Orlando Magic	126	Box Score		18,846	2:10	Kia Center	In-Season Tournament
Tue, Nov 21, 2023	7:30p	Indiana Pacers	157	Atlanta Hawks	152	Box Score		17,162	2:18	State Farm Arena	In-Season Tournament
Tue, Nov 21, 2023	7:30p	Cleveland Cavaliers	122	Philadelphia 76ers	119	Box Score	OT	20,565	2:51	Wells Fargo Center	In-Season Tournament
Tue, Nov 21, 2023	9:00p	Portland Trail Blazers	107	Phoenix Suns	120	Box Score		17,071	2:16	Footprint Center	In-Season Tournament
Tue, Nov 21, 2023	10:00p	Utah Jazz	99	Los Angeles Lakers	131	Box Score		18,997	2:09	Crypto.com Arena	In-Season Tournament
Wed, Nov 22, 2023	7:00p	Washington Wizards	114	Charlotte Hornets	117	Box Score		16,432	2:12	Spectrum Center	
Wed, Nov 22, 2023	7:00p	Denver Nuggets	119	Orlando Magic	124	Box Score		18,237	2:22	Kia Center	
Wed, Nov 22, 2023	7:30p	Brooklyn Nets	145	Atlanta Hawks	147	Box Score	OT	17,340	2:37	State Farm Arena	
Wed, Nov 22, 2023	7:30p	Milwaukee Bucks	116	Boston Celtics	119	Box Score		19,156	2:13	TD Garden	
