James Johnson	F	6-7	240	37	IND	9	14	Wake Forest	2009 Rnd 1 Pick 16	United States
Keldon Johnson	SF	6-5	220	24	SAS	69	4	Kentucky	2019 Rnd 1 Pick 29	United States
Keon Johnson	PG	6-4	185	21	BRK	5	2	Tennessee	2021 Rnd 1 Pick 21	United States
Keyontae Johnson	F	6-6	235	23	OKC	9	0	Kansas State	2023 Rnd 2 Pick 20	United States
Nikola Jokic	C	6-11	284	29	DEN	79	8	KK Mega Bemax (Serbia)	2014 Rnd 2 Pick 11	Serbia
Colby Jones	GF	6-6	205	21	SAC	30	0	Xavier	2023 Rnd 2 Pick 4	United States
Damian Jones	PF	6-10	245	28	CLE	39	7	Vanderbilt	2016 Rnd 1 Pick 30	United States
Derrick Jones Jr.	SF	6-6	210	27	DAL	76	7	UNLV	2016 NBA Draft, Undrafted	United States
Herbert Jones	SF	6-7	206	25	NOP	76	2	Alabama	2021 Rnd 2 Pick 5	United States
Mason Jones	G	6-4	190	25	SAC	5	2	Arkansas	2020 NBA Draft, Undrafted	United States
Tre Jones	PG	6-1	185	24	SAS	77	3	Duke	2020 Rnd 2 Pick 11	United States
Tyus Jones	PG	6-1	196	27	WAS	66	8	Duke	2015 Rnd 1 Pick 24	United States
DeAndre Jordan	C	6-11	265	35	DEN	36	15	Texas A&M	2008 Rnd 2 Pick 5	United States
Cory Joseph	PG	6-2	200	32	GSW	26	12	Texas	2011 Rnd 1 Pick 29	Canada
Nikola Jovic	F	6-10	205	20	MIA	46	1	KK Mega Bemax (Serbia)	2022 Rnd 1 Pick 27	Serbia
Johnny Juzang	SG	6-5	209	22	UTA	20	1	UCLA	2022 NBA Draft, Undrafted	United States
Luke Kennard	SG	6-5	206	27	MEM	39	6	Duke	2017 Rnd 1 Pick 12	United States
Walker Kessler	C	7-1	245	22	UTA	64	1	Auburn	2022 Rnd 1 Pick 22	United States
Braxton Key	SF	6-8	225	27	DEN	20	2	Virginia	2020 NBA Draft, Undrafted	United States
Corey Kispert	SF	6-6	224	24	WAS	80	2	Gonzaga	2021 Rnd 1 Pick 15	United States
Maxi Kleber	PF	6-10	240	32	DAL	43	6	s.Oliver Baskets (Germany)	2014 NBA Draft, Undrafted	Germany
Kevin Knox	SF	6-7	215	24	DET	31	5	Kentucky	2018 Rnd 1 Pick 9	United States
John Konchar	G	6-5	210	27	MEM	55	4	Fort Wayne	2019 NBA Draft, Undrafted	United States
Furkan Korkmaz	SG	6-7	202	26	PHI	35	6	Anadolu Efes (Turkey)	2016 Rnd 1 Pick 26	Turkey
Luke Kornet	F	7-1	250	28	BOS	63	6	Vanderbilt	2017 NBA Draft, Undrafted	United States
Vit Krejci	PG	6-8	195	23	ATL	22	2	Zaragoza U18 (Spain)	2020 Rnd 2 Pick 7	Czech Republic
Jonathan Kuminga	F	6-7	225	21	GSW	74	2	NBA G League Ignite	2021 Rnd 1 Pick 7	Democratic Republic of the Congo
Kyle Kuzma	F	6-9	221	28	WAS	70	6	Utah	2017 Rnd 1 Pick 27	United States
Jake LaRavia	F	6-7	235	22	MEM	35	1	Wake Forest	2022 Rnd 1 Pick 19	United States
Zach LaVine	SG	6-5	200	28	CHI	25	9	UCLA	2014 Rnd 1 Pick 13	United States
Jock Landale	C	6-11	255	28	HOU	56	2	Saint Mary's	2018 NBA Draft, Undrafted	Australia
A.J. Lawson	F	6-6	185	23	DAL	42	1	South Carolina	2021 NBA Draft, Undrafted	Canada
Caris LeVert	G	6-6	205	29	CLE	68	7	Michigan	2016 Rnd 1 Pick 20	United States
Saben Lee	PG	6-2	183	24	PHX	24	3	Vanderbilt	2020 Rnd 2 Pick 8	United States
Alex Len	C	7-0	250	30	SAC	48	10	Maryland	2013 Rnd 1 Pick 5	Ukraine
Kawhi Leonard	F	6-7	225	32	LAC	68	12	San Diego State	2011 Rnd 1 Pick 15	United States
Kira Lewis Jr.	PG	6-1	170	22	NOP, TOR, UTH	28	3	Alabama	2020 Rnd 1 Pick 13	United States
Maxwell Lewis	SF	6-7	205	21	LAL	34	0	Pepperdine	2023 Rnd 2 Pick 10	United States
E.J. Liddell	PF	6-6	242	23	NOP	8	1	Ohio State	2022 Rnd 2 Pick 11	United States
Damian Lillard	G	6-2	195	33	MIL	73	11	Weber State	2012 Rnd 1 Pick 6	United States
Nassir Little	SF	6-6	220	24	PHX	45	4	North Carolina	2019 Rnd 1 Pick 25	United States
Dereck Lively II	C	7-1	230	20	DAL	55	0	Duke	2023 Rnd 1 Pick 12	United States
Isaiah Livers	PF	6-6	232	25	DET	23	2	Michigan	2021 Rnd 2 Pick 12	United States
Chris Livingston	F	6-7	225	20	MIL	21	0	Kentucky	2023 Rnd 2 Pick 28	United States
Kenneth Lofton Jr.	F	6-6	275	21	MEM, PHL, UTH	21	1	Louisiana Tech	2022 NBA Draft, Undrafted	United States
Kevon Looney	PF	6-9	222	28	GSW	74	8	UCLA	2015 Rnd 1 Pick 30	United States
Brook Lopez	C	7-1	282	35	MIL	79	15	Stanford	2008 Rnd 1 Pick 10	United States
Robin Lopez	FC	7-1	281	35	MIL	16	15	Stanford	2008 Rnd 1 Pick 15	United States
Kevin Love	FC	6-8	251	35	MIA	55	15	UCLA	2008 Rnd 1 Pick 5	United States
Kyle Lowry	PG	6-0	196	37	MIA, PHL	60	17	Villanova	2006 Rnd 1 Pick 24	United States
Seth Lundy	GF	6-4	220	23	ATL	9	0	Penn State	2023 Rnd 2 Pick 16	United States
Trey Lyles	SF	6-9	234	28	SAC	58	8	Kentucky	2015 Rnd 1 Pick 12	Canada
Theo Maledon	PG	6-4	175	22	CHA, PHX	17	3	ASVEL Basket (France)	2020 Rnd 2 Pick 4	France
Sandro Mamukelashvili	F	6-9	240	24	SAS	46	2	Seton Hall	2021 Rnd 2 Pick 24	Georgia
Terance Mann	SG	6-5	215	27	LAC	75	4	Florida State	2019 Rnd 2 Pick 18	United States
Tre Mann	PG	6-3	178	23	CHA, OKC	41	2	Florida	2021 Rnd 1 Pick 18	United States
Boban Marjanovic	C	7-4	290	35	HOU	14	8	KK Vrsac Swisslion (Serbia)	2010 NBA Draft, Undrafted	Serbia
Lauri Markkanen	SF	7-0	240	26	UTA	55	6	Arizona	2017 Rnd 1 Pick 7	Finland
Naji Marshall	SF	6-6	220	26	NOP	66	3	Xavier	2020 NBA Draft, Undrafted	United States
Caleb Martin	F	6-5	205	28	MIA	64	4	Nevada	2019 NBA Draft, Undrafted	United States
Cody Martin	F	6-6	205	28	CHA	28	4	Nevada	2019 Rnd 2 Pick 6	United States
KJ Martin	F	6-6	215	23	LAC, PHL	60	3	IMG Academy (Florida)	2020 Rnd 2 Pick 22	United States
Garrison Mathews	SG	6-6	215	27	ATL	66	4	Lipscomb	2019 NBA Draft, Undrafted	United States
Bennedict Mathurin	GF	6-5	210	21	IND	59	1	Arizona	2022 Rnd 1 Pick 6	Canada
Wesley Matthews	G	6-5	220	37	ATL	36	14	Marquette	2009 NBA Draft, Undrafted	United States
Tyrese Maxey	PG	6-2	200	23	PHI	70	3	Kentucky	2020 Rnd 1 Pick 21	United States
Skylar Mays	PG	6-3	205	26	LAL, POR	38	3	LSU	2020 Rnd 2 Pick 20	United States
Miles McBride	G	6-1	195	23	NYK	68	2	West Virginia	2021 Rnd 2 Pick 6	United States
CJ McCollum	G	6-3	190	32	NOP	66	10	Lehigh	2013 Rnd 1 Pick 10	United States
T.J. McConnell	G	6-1	190	31	IND	71	8	Arizona	2015 NBA Draft, Undrafted	United States
Jaden McDaniels	F	6-9	185	23	MIN	72	3	Washington	2020 Rnd 1 Pick 28	United States
Jalen McDaniels	PF	6-9	190	26	TOR	50	4	San Diego State	2019 Rnd 2 Pick 22	United States
Doug McDermott	F	6-6	225	32	IND, SAN	64	9	Creighton	2014 Rnd 1 Pick 11	United States
JaVale McGee	C	7-0	270	36	SAC	46	15	Nevada	2008 Rnd 1 Pick 18	United States
Bryce McGowens	GF	6-6	190	21	CHA	59	1	Nebraska	2022 Rnd 2 Pick 10	United States
Jordan McLaughlin	G	6-0	185	27	MIN	56	4	USC	2018 NBA Draft, Undrafted	United States
De'Anthony Melton	SG	6-3	200	25	PHI	38	5	USC	2018 Rnd 2 Pick 16	United States
Nathan Mensah	F	6-9	230	25	CHA	25	0	San Diego State	2023 NBA Draft, Undrafted	Ghana
Sam Merrill	G	6-4	205	27	CLE	61	3	Utah State	2020 Rnd 2 Pick 30	United States
Chimezie Metu	PF	6-10	225	26	DET, PHX	51	5	USC	2018 Rnd 2 Pick 19	United States
Vasilije Micic	PG	6-3	188	30	CHA, OKC	60	0	KK Mega Bemax (Serbia)	2014 Rnd 2 Pick 22	Serbia
Khris Middleton	SF	6-7	222	32	MIL	55	11	Texas A&M	2012 Rnd 2 Pick 9	United States
Brandon Miller	F	6-8	205	21	CHA	74	0	Alabama	2023 Rnd 1 Pick 2	United States
Jordan Miller	G	6-5	194	24	LAC	8	0	Miami (FL)	2023 Rnd 2 Pick 18	United States
Leonard Miller	F	6-10	214	20	MIN	17	0	NBA G League Ignite	2023 Rnd 2 Pick 3	Canada
Patty Mills	G	6-2	180	35	ATL, MIA	32	14	Saint Mary's	2009 Rnd 2 Pick 25	Australia
Shake Milton	SG	6-5	205	27	DET, MIN, NYK	48	5	Southern Methodist	2018 Rnd 2 Pick 24	United States
Justin Minaya	F	6-6	205	24	POR	34	1	Providence	2022 NBA Draft, Undrafted	United States
Josh Minott	F	6-8	202	21	MIN	32	1	Memphis	2022 Rnd 2 Pick 15	United States
Davion Mitchell	PG	6-0	202	25	SAC	72	2	Baylor	2021 Rnd 1 Pick 9	United States
Donovan Mitchell	SG	6-3	215	27	CLE	55	6	Louisville	2017 Rnd 1 Pick 13	United States
Evan Mobley	PF	6-11	215	22	CLE	50	2	USC	2021 Rnd 1 Pick 3	United States
Isaiah Mobley	SF	6-8	238	24	CLE	10	1	USC	2022 Rnd 2 Pick 19	United States
Malik Monk	SG	6-3	200	26	SAC	72	6	Kentucky	2017 Rnd 1 Pick 11	United States
Moses Moody	SG	6-5	211	21	GSW	66	2	Arkansas	2021 Rnd 1 Pick 14	United States
Xavier Moon	SG	6-2	165	29	LAC	14	2	Morehead State	2017 NBA Draft, Undrafted	United States
Wendell Moore Jr.	SF	6-5	215	22	MIN	25	1	Duke	2022 Rnd 1 Pick 26	United States
Taze Moore	SF	6-5	195	25	POR	4	0	Houston	2022 NBA Draft, Undrafted	United States
Ja Morant	G	6-2	174	24	MEM	9	4	Murray State	2019 Rnd 1 Pick 2	United States
Marcus Morris	F	6-8	218	34	CLE, PHL	49	12	Kansas	2011 Rnd 1 Pick 14	United States
Markieff Morris	PF	6-9	245	34	DAL	26	12	Kansas	2011 Rnd 1 Pick 13	United States
Monte Morris	G	6-2	183	28	DET, MIN	33	6	Iowa State	2017 Rnd 2 Pick 21	United States
Trey Murphy III	G	6-8	206	23	NOP	57	2	Virginia	2021 Rnd 1 Pick 17	United States
Dejounte Murray	SG	6-5	180	27	ATL	78	7	Washington	2016 Rnd 1 Pick 29	United States
Jamal Murray	SG	6-4	215	27	DEN	59	7	Kentucky	2016 Rnd 1 Pick 7	Canada
Keegan Murray	F	6-8	225	23	SAC	77	1	Iowa	2022 Rnd 1 Pick 4	United States
Kris Murray	F	6-8	210	23	POR	62	0	Iowa	2023 Rnd 1 Pick 23	United States
Mike Muscala	FC	6-10	240	32	DET, OKC, WAS	53	10	Bucknell	2013 Rnd 2 Pick 14	United States
Svi Mykhailiuk	SF	6-7	205	26	BOS	41	5	Kansas	2018 Rnd 2 Pick 17	Ukraine
Larry Nance Jr.	SF	6-8	245	31	NOP	61	8	Wyoming	2015 Rnd 1 Pick 27	United States
Pete Nance	PF	6-11	230	24	CLE	8	0	North Carolina	2023 NBA Draft, Undrafted	United States
Andrew Nembhard	PG	6-4	191	24	IND	68	1	Gonzaga	2022 Rnd 2 Pick 1	Canada
Aaron Nesmith	F	6-6	215	24	IND	72	3	Vanderbilt	2020 Rnd 1 Pick 14	United States
Georges Niang	F	6-7	230	30	CLE	82	7	Iowa State	2016 Rnd 2 Pick 20	United States
Daishen Nix	GF	6-3	231	22	MIN	15	2	NBA G League Ignite	2021 NBA Draft, Undrafted	United States
Zeke Nnaji	PF	6-9	240	23	DEN	58	3	Arizona	2020 Rnd 1 Pick 22	United States
Jaylen Nowell	SG	6-4	201	24	DET, MEM	13	4	Washington	2019 Rnd 2 Pick 13	United States
Markquis Nowell	PG	5-8	160	24	TOR	1	0	Kansas State	2023 NBA Draft, Undrafted	United States
Frank Ntilikina	PG	6-4	200	25	CHA	5	6	Strasbourg IG (France)	2017 Rnd 1 Pick 8	Belgium
Jusuf Nurkic	FC	7-0	290	29	PHX	76	9	Cedevita (Croatia)	2014 Rnd 1 Pick 16	Bosnia and Herzegovina
Jordan Nwora	F	6-8	225	25	IND, TOR	52	3	Louisville	2020 Rnd 2 Pick 15	United States
Royce O'Neale	SF	6-6	226	30	BRK, PHX	79	6	Baylor	2015 NBA Draft, Undrafted	United States
Chuma Okeke	PF	6-7	229	25	ORL	47	3	Auburn	2019 Rnd 1 Pick 16	United States
Josh Okogie	SG	6-4	213	25	PHX	60	5	Georgia Tech	2018 Rnd 1 Pick 20	Nigeria
Onyeka Okongwu	PF	6-10	240	23	ATL	55	3	USC	2020 Rnd 1 Pick 6	United States
Isaac Okoro	SG	6-5	225	23	CLE	69	3	Auburn	2020 Rnd 1 Pick 5	United States
Kelly Olynyk	C	6-11	240	32	TOR, UTH	78	10	Gonzaga	2013 Rnd 1 Pick 13	Canada
Eugene Omoruyi	F	6-6	235	27	WAS	43	2	Oregon	2021 NBA Draft, Undrafted	Canada
Cedi Osman	GF	6-7	230	28	SAS	72	6	Anadolu Efes (Turkey)	2015 Rnd 2 Pick 1	North Macedonia
Kelly Oubre Jr.	SF	6-7	203	28	PHI	68	8	Kansas	2015 Rnd 1 Pick 15	United States
Chris Paul	PG	6-0	175	38	GSW	58	18	Wake Forest	2005 Rnd 1 Pick 4	United States
Cameron Payne	G	6-3	183	29	MIL, PHL	78	8	Murray State	2015 Rnd 1 Pick 14	United States
Gary Payton II	G	6-2	195	31	GSW	44	7	Oregon State	2016 NBA Draft, Undrafted	United States
Maozinha Pereira	F	6-8	177	23	MEM	7	0	 	2022 NBA Draft, Undrafted	Brazil
Drew Peterson	F	6-8	205	24	BOS	3	0	USC	2023 NBA Draft, Undrafted	United States
Filip Petrusev	FC	6-11	225	23	PHL, SAC	3	0	KK Mega Bemax (Serbia)	2021 Rnd 2 Pick 20	Serbia
Julian Phillips	F	6-8	197	20	CHI	40	0	Tennessee	2023 Rnd 2 Pick 5	United States
Jalen Pickett	F	6-4	202	24	DEN	27	0	Penn State	2023 Rnd 2 Pick 2	United States
Scotty Pippen Jr.	G	6-1	170	23	MEM	21	1	Vanderbilt	2022 NBA Draft, Undrafted	United States
Mason Plumlee	PF	6-10	254	33	LAC	46	10	Duke	2013 Rnd 1 Pick 22	United States
Brandin Podziemski	G	6-4	205	21	GSW	74	0	Santa Clara	2023 Rnd 1 Pick 19	United States
Jakob Poeltl	C	7-0	260	28	TOR	50	7	Utah	2016 Rnd 1 Pick 9	Austria
Aleksej Pokusevski	C	7-0	210	22	CHA, OKC	28	3	Olympiacos U18 (Greece)	2020 Rnd 1 Pick 17	Serbia
Jordan Poole	SG	6-4	194	24	WAS	78	4	Michigan	2019 Rnd 1 Pick 28	United States
Jontay Porter	PF	6-10	240	24	TOR	26	2	Missouri	2019 NBA Draft, Undrafted	United States
Craig Porter Jr.	G	6-2	178	24	CLE	51	0	Wichita State	2023 NBA Draft, Undrafted	United States
Michael Porter Jr.	PF	6-10	218	25	DEN	81	5	Missouri	2018 Rnd 1 Pick 14	United States
Otto Porter Jr.	SF	6-8	230	30	TOR	15	10	Georgetown	2013 Rnd 1 Pick 3	United States
Bobby Portis	PF	6-10	250	29	MIL	82	8	Arkansas	2015 Rnd 1 Pick 22	United States
Kristaps Porzingis	FC	7-2	240	28	BOS	57	8	Coosur Real Betis (Spain)	2015 Rnd 1 Pick 4	Latvia
Micah Potter	C	6-9	248	25	UTA	16	2	Wisconsin	2021 NBA Draft, Undrafted	United States
Dwight Powell	PF	6-10	240	32	DAL	63	9	Stanford	2014 Rnd 2 Pick 15	Canada
Norman Powell	SG	6-4	215	30	LAC	76	8	UCLA	2015 Rnd 2 Pick 16	United States
Jason Preston	G	6-4	187	24	UTA	7	2	Ohio	2021 Rnd 2 Pick 3	United States
Joshua Primo	G	6-4	189	21	LAC	2	2	Alabama	2021 Rnd 1 Pick 12	Canada
Taurean Prince	F	6-6	218	29	LAL	78	7	Baylor	2016 Rnd 1 Pick 12	United States
Payton Pritchard	PG	6-1	195	26	BOS	82	3	Oregon	2020 Rnd 1 Pick 26	United States
Olivier-Maxence Prosper	F	6-8	215	21	DAL	40	0	Marquette	2023 Rnd 1 Pick 24	Canada
Trevelin Queen	G	6-5	190	27	ORL	14	2	New Mexico State	2020 NBA Draft, Undrafted	United States
Neemias Queta	C	7-0	258	24	BOS	28	2	Utah State	2021 Rnd 2 Pick 9	Portugal
Immanuel Quickley	PG	6-2	190	24	NYK, TOR	68	3	Kentucky	2020 Rnd 1 Pick 25	United States
Lester Quinones	SG	6-4	208	23	GSW	37	1	Memphis	2022 NBA Draft, Undrafted	United States
Jahmi'us Ramsey	PG	6-3	195	22	TOR	7	2	Texas Tech	2020 Rnd 2 Pick 13	United States
Julius Randle	PF	6-8	250	29	NYK	46	9	Kentucky	2014 Rnd 1 Pick 7	United States
Duop Reath	C	6-9	245	27	POR	68	0	LSU	2018 NBA Draft, Undrafted	Australia
Austin Reaves	PG	6-5	197	25	LAL	82	2	Oklahoma	2021 NBA Draft, Undrafted	United States
Cam Reddish	G	6-7	217	24	LAL	48	4	Duke	2019 Rnd 1 Pick 10	United States
Paul Reed	F	6-9	210	24	PHI	82	3	DePaul	2020 Rnd 2 Pick 28	United States
Naz Reid	C	6-9	264	24	MIN	81	4	LSU	2019 NBA Draft, Undrafted	United States
Jared Rhoden	SG	6-6	210	24	DET	17	1	Seton Hall	2022 NBA Draft, Undrafted	United States
Nick Richards	C	7-0	245	26	CHA	67	3	Kentucky	2020 Rnd 2 Pick 12	Jamaica
Josh Richardson	G	6-5	200	30	MIA	43	8	Tennessee	2015 Rnd 2 Pick 10	United States
Duncan Robinson	F	6-7	215	29	MIA	68	5	Michigan	2018 NBA Draft, Undrafted	United States
Jerome Robinson	SG	6-5	190	27	GSW	22	3	Boston College	2018 Rnd 1 Pick 13	United States
Mitchell Robinson	C	7-0	240	25	NYK	31	5	 	2018 Rnd 2 Pick 6	United States
Orlando Robinson	PF	6-10	245	23	MIA	36	1	Fresno State	2022 NBA Draft, Undrafted	United States
Jeremiah Robinson-Earl	PF	6-8	240	23	NOP	39	2	Villanova	2021 Rnd 2 Pick 2	United States
David Roddy	F	6-4	255	22	MEM, PHX	65	1	Colorado State	2022 Rnd 1 Pick 23	United States
Ryan Rollins	G	6-4	180	21	MIL, WAS	13	1	Toledo	2022 Rnd 2 Pick 14	United States
Derrick Rose	PG	6-3	200	35	MEM	24	15	Memphis	2008 Rnd 1 Pick 1	United States
Terry Rozier	G	6-1	190	29	CHA, MIA	61	8	Louisville	2015 Rnd 1 Pick 16	United States
Rayan Rupert	G	6-6	195	19	POR	39	0	New Zealand (New Zealand)	2023 Rnd 2 Pick 13	France
D'Angelo Russell	SG	6-3	193	28	LAL	76	8	Ohio State	2015 Rnd 1 Pick 2	United States
Matt Ryan	SF	6-6	215	26	NOP	28	2	Chattanooga	2020 NBA Draft, Undrafted	United States
Domantas Sabonis	PF	6-10	240	27	SAC	82	7	Gonzaga	2016 Rnd 1 Pick 11	United States
Luka Samanic	PF	6-10	227	24	UTA	43	4	Union Olimpija (Slovenia)	2019 Rnd 1 Pick 19	Croatia
Jermaine Samuels	SF	6-7	230	25	HOU	14	0	Villanova	2022 NBA Draft, Undrafted	United States
Adama Sanogo	PF	6-9	245	22	CHI	9	0	UConn	2023 NBA Draft, Undrafted	Mali
Gui Santos	GF	6-6	185	21	GSW	23	0	Minas (Brazil)	2022 Rnd 2 Pick 25	Brazil
Dario Saric	SF	6-10	225	29	GSW	64	7	KK Cibona (Croatia)	2014 Rnd 1 Pick 12	Croatia
Olivier Sarr	FC	6-10	240	25	OKC	15	2	Kentucky	2021 NBA Draft, Undrafted	France
Marcus Sasser	G	6-1	190	23	DET	71	0	Houston	2023 Rnd 1 Pick 25	United States
Admiral Schofield	SF	6-5	241	26	ORL	23	3	Tennessee	2019 Rnd 2 Pick 12	United States
Dennis Schroder	PG	6-1	175	30	BRK, TOR	80	10	Basketball Lowen Braunschweig (Germany)	2013 Rnd 1 Pick 17	Germany
Dereon Seabron	SG	6-7	180	23	NOP	6	1	NC State	2022 NBA Draft, Undrafted	United States
Alperen Sengun	C	6-11	243	21	HOU	63	2	Besiktas Icrypex (Turkey)	2021 Rnd 1 Pick 16	Turkey
Brice Sensabaugh	F	6-6	235	20	UTA	32	0	Ohio State	2023 Rnd 1 Pick 28	United States
Collin Sexton	PG	6-3	190	25	UTA	78	5	Alabama	2018 Rnd 1 Pick 8	United States
Landry Shamet	PG	6-4	190	26	WAS	46	5	Wichita State	2018 Rnd 1 Pick 26	United States
Day'Ron Sharpe	PF	6-9	265	22	BRK	61	2	North Carolina	2021 Rnd 1 Pick 29	United States
Shaedon Sharpe	F	6-5	205	20	POR	32	1	Kentucky	2022 Rnd 1 Pick 7	Canada
Ben Sheppard	G	6-6	190	22	IND	57	0	Belmont	2023 Rnd 1 Pick 26	United States
Pascal Siakam	F	6-8	245	29	IND, TOR	80	7	New Mexico State	2016 Rnd 1 Pick 27	Cameroon
Ben Simmons	PF	6-10	240	27	BRK	15	7	LSU	2016 Rnd 1 Pick 1	Australia
Kobi Simmons	PG	6-5	180	26	TOR	4	4	Arizona	2017 NBA Draft, Undrafted	United States
Anfernee Simons	SG	6-3	193	24	POR	46	5	IMG Academy (Florida)	2018 Rnd 1 Pick 24	United States
Zavier Simpson	PG	6-0	190	27	MEM	7	1	Michigan	2020 NBA Draft, Undrafted	United States
Jericho Sims	C	6-10	250	25	NYK	45	2	Texas	2021 Rnd 2 Pick 28	United States
Dmytro Skapintsev	C	7-1	215	25	NYK	2	0	SK Cherkasy Monkeys (Ukraine)	2020 NBA Draft, Undrafted	Ukraine
Jalen Slawson	F	6-8	215	24	SAC	12	0	Furman	2023 Rnd 2 Pick 24	United States
Javonte Smart	G	6-4	205	24	PHI	1	1	LSU	2021 NBA Draft, Undrafted	United States
Marcus Smart	PG	6-3	220	29	MEM	20	9	Oklahoma State	2014 Rnd 1 Pick 6	United States
Dennis Smith Jr.	PG	6-3	205	26	BRK	56	6	NC State	2017 Rnd 1 Pick 9	United States
Dru Smith	SG	6-2	203	26	MIA	9	1	Missouri	2021 NBA Draft, Undrafted	United States
Ish Smith	PG	6-0	175	35	CHA	43	13	Wake Forest	2010 NBA Draft, Undrafted	United States
Jalen Smith	C	6-9	215	23	IND	61	3	Maryland	2020 Rnd 1 Pick 10	United States
Jabari Smith Jr.	F	6-11	220	20	HOU	76	1	Auburn	2022 Rnd 1 Pick 3	United States
Nick Smith Jr.	G	6-3	185	19	CHA	51	0	Arkansas	2023 Rnd 1 Pick 27	United States
Terquavion Smith	G	6-4	160	21	PHI	16	0	NC State	2023 NBA Draft, Undrafted	United States
Jeremy Sochan	SG	6-8	230	20	SAS	74	1	Baylor	2022 Rnd 1 Pick 9	United States
Pat Spencer	G	6-3	205	27	GSW	6	0	Northwestern	2020 NBA Draft, Undrafted	United States
Jaden Springer	SG	6-4	215	21	BOS, PHL	49	2	Tennessee	2021 Rnd 1 Pick 28	United States
Lamar Stevens	SF	6-7	230	26	BOS, MEM	38	3	Penn State	2020 NBA Draft, Undrafted	United States
Isaiah Stewart	C	6-8	250	22	DET	46	3	Washington	2020 Rnd 1 Pick 16	United States
Julian Strawther	GF	6-6	205	21	DEN	50	0	Gonzaga	2023 Rnd 1 Pick 29	United States
Max Strus	G	6-5	215	27	CLE	70	4	DePaul	2019 NBA Draft, Undrafted	United States
Jalen Suggs	SG	6-5	205	22	ORL	75	2	Gonzaga	2021 Rnd 1 Pick 5	United States
Cole Swider	F	6-8	225	24	MIA	18	1	Syracuse	2022 NBA Draft, Undrafted	United States
Jae'Sean Tate	F	6-4	230	28	HOU	65	3	Ohio State	2018 NBA Draft, Undrafted	United States
Jayson Tatum	SF	6-8	210	25	BOS	74	6	Duke	2017 Rnd 1 Pick 3	United States
Terry Taylor	GF	6-4	230	24	CHI	31	2	Austin Peay	2021 NBA Draft, Undrafted	United States
Garrett Temple	G	6-5	195	37	TOR	27	13	LSU	2009 NBA Draft, Undrafted	United States
Dalen Terry	PG	6-7	195	21	CHI	59	1	Arizona	2022 Rnd 1 Pick 18	United States
Daniel Theis	C	6-8	245	31	IND, LAC	60	6	Ratiopharm Ulm (Germany)	2013 NBA Draft, Undrafted	Germany
Cam Thomas	PG	6-3	210	22	BRK	66	2	LSU	2021 Rnd 1 Pick 27	United States
Isaiah Thomas	PG	5-9	185	35	PHX	6	11	Washington	2011 Rnd 2 Pick 30	United States
Amen Thompson	G	6-7	200	21	HOU	62	0	Overtime Elite (Georgia)	2023 Rnd 1 Pick 4	United States
Ausar Thompson	G	6-6	205	21	DET	63	0	Overtime Elite (Georgia)	2023 Rnd 1 Pick 5	United States
Klay Thompson	G	6-6	220	34	GSW	77	12	Washington State	2011 Rnd 1 Pick 11	United States
Tristan Thompson	F	6-9	254	32	CLE	49	12	Texas	2011 Rnd 1 Pick 4	Canada
JT Thor	PF	6-9	203	21	CHA	63	2	Auburn	2021 Rnd 2 Pick 7	United States
Matisse Thybulle	SF	6-5	201	26	POR	65	4	Washington	2019 Rnd 1 Pick 20	United States
Xavier Tillman Sr.	PF	6-7	245	25	BOS, MEM	54	3	Michigan State	2020 Rnd 2 Pick 5	United States
Jacob Toppin	SF	6-8	200	23	NYK	9	0	Kentucky	2023 NBA Draft, Undrafted	United States
Obi Toppin	F	6-9	220	25	IND	82	3	Dayton	2020 Rnd 1 Pick 8	United States
Juan Toscano-Anderson	F	6-6	209	30	SAC	11	4	Marquette	2015 NBA Draft, Undrafted	United States
Karl-Anthony Towns	C	7-0	248	28	MIN	62	8	Kentucky	2015 Rnd 1 Pick 1	United States
Gary Trent Jr.	SG	6-5	204	25	TOR	71	5	Duke	2018 Rnd 2 Pick 7	United States
Oscar Tshiebwe	F	6-8	255	24	IND	8	0	Kentucky	2023 NBA Draft, Undrafted	Democratic Republic of the Congo
P.J. Tucker	SF	6-5	245	38	LAC, PHL	31	12	Texas	2006 Rnd 2 Pick 5	United States
Myles Turner	FC	6-11	250	27	IND	77	8	Texas	2015 Rnd 1 Pick 11	United States
Hunter Tyson	SF	6-8	220	23	DEN	18	0	Clemson	2023 Rnd 2 Pick 7	United States
Stanley Umude	G	6-6	210	24	DET	24	1	Arkansas	2022 NBA Draft, Undrafted	United States
Jonas Valanciunas	C	6-11	265	31	NOP	82	11	Lietuvos Rytas (Lithuania)	2011 Rnd 1 Pick 5	Lithuania
Fred VanVleet	G	6-0	197	30	HOU	73	7	Wichita State	2016 NBA Draft, Undrafted	United States
Jarred Vanderbilt	PF	6-8	214	24	LAL	29	5	Kentucky	2018 Rnd 2 Pick 11	United States
Devin Vassell	SG	6-5	200	23	SAS	68	3	Florida State	2020 Rnd 1 Pick 11	United States
Sasha Vezenkov	PF	6-8	225	28	SAC	42	0	FC Barcelona II (Spain)	2017 Rnd 2 Pick 27	Cyprus
Gabe Vincent	G	6-2	200	27	LAL	11	4	UC Santa Barbara	2018 NBA Draft, Undrafted	United States
Nikola Vucevic	PF	6-10	260	33	CHI	76	12	USC	2011 Rnd 1 Pick 16	Switzerland
